Age,Travel Style,Monthly Income (USD),Preferred Activities 1,Preferred Activities 2,Preferred Activities 3,Preferred Travel Season,Preferred Mode of Transportation,Tech Savvy,Accommodation Type,Category
32.0,solo,1569.0,Wildlife Safaris,Hill Country,Local Food,Summer,Bike,High,Motel,Budget Travelers
32.0,solo,1794.0,Local Food,Waterfalls,Wildlife Safaris,Fall,Train,High,Camping,Budget Travelers
46.0,solo,2055.0,Train Rides,Waterfalls,Hill Country,Fall,Bike,Medium,Guesthouse,Budget Travelers
50.0,solo,2328.0,Beaches,Hill Country,Train Rides,Fall,Tuk-tuk,Medium,Motel,Budget Travelers
55.0,solo,2376.0,Local Food,Camping,Train Rides,Summer,Train,Low,Guesthouse,Budget Travelers
58.0,solo,2456.0,Hill Country,Train Rides,Local Food,Fall,Public-Bus,Low,Guesthouse,Budget Travelers
50.0,solo,1871.0,Beaches,Waterfalls,Camping,Fall,Public-Bus,Medium,Motel,Budget Travelers
21.0,couples,1861.0,Waterfalls,Local Food,Camping,Fall,PickMe,High,Guesthouse,Budget Travelers
27.0,couples,1506.0,Camping,Local Food,Wildlife Safaris,Fall,Train,High,Hostel,Budget Travelers
25.0,couples,1809.0,Train Rides,Camping,Hill Country,Winter,PickMe,High,Hostel,Budget Travelers
48.0,solo,1932.0,Train Rides,Waterfalls,Local Food,Summer,Public-Bus,Medium,Hostel,Budget Travelers
51.0,solo,2001.0,Beaches,Camping,Waterfalls,Summer,Public-Bus,Low,Camping,Budget Travelers
35.0,group,2278.0,Beaches,Waterfalls,Train Rides,Summer,Van,High,Camping,Budget Travelers
52.0,solo,2577.0,Beaches,Hill Country,Waterfalls,Fall,Public-Bus,Low,Hostel,Budget Travelers
53.0,solo,2070.0,Camping,Hill Country,Wildlife Safaris,Summer,Tuk-tuk,Low,Hostel,Budget Travelers
19.0,couples,1763.0,Waterfalls,Hill Country,Beaches,Summer,Uber,High,Motel,Budget Travelers
31.0,solo,2296.0,Train Rides,Wildlife Safaris,Beaches,Fall,Bike,High,Hostel,Budget Travelers
46.0,solo,2018.0,Local Food,Waterfalls,Camping,Summer,Bike,Medium,Motel,Budget Travelers
56.0,group,2708.0,Wildlife Safaris,Waterfalls,Camping,Fall,Public-Bus,Low,Hostel,Budget Travelers
43.0,solo,1809.0,Waterfalls,Train Rides,Wildlife Safaris,Fall,Bike,Medium,Motel,Budget Travelers
56.0,group,2020.0,Local Food,Beaches,Train Rides,Fall,Van,Low,Guesthouse,Budget Travelers
33.0,solo,2180.0,Waterfalls,Hill Country,Wildlife Safaris,Fall,Train,High,Camping,Budget Travelers
25.0,solo,1460.0,Local Food,Waterfalls,Train Rides,Fall,Public-Bus,High,Motel,Budget Travelers
59.0,solo,2699.0,Wildlife Safaris,Beaches,Train Rides,Summer,Train,Low,Motel,Budget Travelers
68.0,solo,2357.0,Wildlife Safaris,Local Food,Train Rides,Fall,Tuk-tuk,Low,Guesthouse,Budget Travelers
21.0,couples,1990.0,Hill Country,Camping,Train Rides,Summer,Bike,High,Motel,Budget Travelers
53.0,group,2887.0,Train Rides,Camping,Wildlife Safaris,Summer,Van,Low,Motel,Budget Travelers
43.0,solo,2068.0,Beaches,Local Food,Waterfalls,Summer,Tuk-tuk,Medium,Hostel,Budget Travelers
26.0,solo,1482.0,Hill Country,Beaches,Camping,Summer,Bike,High,Hostel,Budget Travelers
64.0,group,2635.0,Train Rides,Local Food,Waterfalls,Summer,AC-Bus,Low,Camping,Budget Travelers
54.0,solo,2712.0,Waterfalls,Hill Country,Local Food,Fall,Tuk-tuk,Low,Motel,Budget Travelers
33.0,solo,1665.0,Camping,Waterfalls,Beaches,Summer,Bike,High,Motel,Budget Travelers
22.0,solo,1417.0,Hill Country,Waterfalls,Local Food,Summer,Bike,High,Motel,Budget Travelers
30.0,solo,1450.0,Beaches,Hill Country,Waterfalls,Spring,Tuk-tuk,High,Motel,Budget Travelers
70.0,group,2263.0,Camping,Hill Country,Beaches,Fall,Train,Low,Camping,Budget Travelers
34.0,couples,1670.0,Beaches,Camping,Waterfalls,Winter,Train,High,Motel,Budget Travelers
21.0,solo,1969.0,Local Food,Wildlife Safaris,Camping,Spring,Public-Bus,High,Guesthouse,Budget Travelers
39.0,solo,2288.0,Camping,Local Food,Waterfalls,Summer,Tuk-tuk,Medium,Camping,Budget Travelers
19.0,group,1511.0,Wildlife Safaris,Local Food,Beaches,Fall,Public-Bus,High,Motel,Budget Travelers
49.0,solo,1992.0,Wildlife Safaris,Beaches,Hill Country,Fall,Bike,Medium,Camping,Budget Travelers
61.0,solo,2103.0,Beaches,Local Food,Train Rides,Summer,Train,Low,Hostel,Budget Travelers
20.0,solo,1368.0,Beaches,Waterfalls,Train Rides,Summer,Public-Bus,High,Camping,Budget Travelers
58.0,solo,2548.0,Beaches,Train Rides,Wildlife Safaris,Fall,Public-Bus,Low,Camping,Budget Travelers
40.0,couples,1505.0,Train Rides,Camping,Wildlife Safaris,Summer,Uber,Medium,Motel,Budget Travelers
48.0,couples,2183.0,Local Food,Beaches,Wildlife Safaris,Summer,Uber,Medium,Guesthouse,Budget Travelers
28.0,couples,1545.0,Hill Country,Waterfalls,Camping,Winter,Public-Bus,High,Guesthouse,Budget Travelers
35.0,group,2387.0,Waterfalls,Camping,Wildlife Safaris,Fall,Train,High,Hostel,Budget Travelers
23.0,couples,1486.0,Wildlife Safaris,Train Rides,Camping,Fall,Train,High,Hostel,Budget Travelers
57.0,group,2698.0,Camping,Train Rides,Beaches,Winter,AC-Bus,Low,Camping,Budget Travelers
21.0,solo,1287.0,Waterfalls,Local Food,Train Rides,Fall,Train,High,Guesthouse,Budget Travelers
23.0,couples,1403.0,Train Rides,Waterfalls,Wildlife Safaris,Summer,Public-Bus,High,Motel,Budget Travelers
35.0,couples,1638.0,Beaches,Camping,Waterfalls,Summer,Public-Bus,High,Guesthouse,Budget Travelers
59.0,group,2891.0,Waterfalls,Wildlife Safaris,Local Food,Fall,AC-Bus,Low,Hostel,Budget Travelers
38.0,solo,1839.0,Waterfalls,Wildlife Safaris,Camping,Fall,Bike,Medium,Hostel,Budget Travelers
39.0,solo,1708.0,Camping,Hill Country,Local Food,Summer,Tuk-tuk,Medium,Motel,Budget Travelers
23.0,solo,1263.0,Camping,Wildlife Safaris,Waterfalls,Summer,Bike,High,Guesthouse,Budget Travelers
28.0,solo,1793.0,Waterfalls,Wildlife Safaris,Train Rides,Summer,Train,High,Guesthouse,Budget Travelers
25.0,solo,1942.0,Beaches,Camping,Wildlife Safaris,Spring,Bike,High,Motel,Budget Travelers
56.0,solo,2082.0,Camping,Hill Country,Local Food,Spring,Train,Low,Guesthouse,Budget Travelers
36.0,solo,1690.0,Camping,Beaches,Local Food,Fall,Bike,Medium,Hostel,Budget Travelers
69.0,group,2466.0,Beaches,Waterfalls,Local Food,Fall,Train,Low,Motel,Budget Travelers
34.0,group,2037.0,Camping,Local Food,Beaches,Fall,Public-Bus,High,Guesthouse,Budget Travelers
25.0,solo,1922.0,Beaches,Wildlife Safaris,Local Food,Fall,Public-Bus,High,Guesthouse,Budget Travelers
53.0,solo,2056.0,Camping,Train Rides,Local Food,Summer,Bike,Low,Guesthouse,Budget Travelers
28.0,solo,1730.0,Waterfalls,Camping,Local Food,Summer,Train,High,Motel,Budget Travelers
34.0,solo,1811.0,Beaches,Hill Country,Wildlife Safaris,Fall,Public-Bus,High,Guesthouse,Budget Travelers
45.0,solo,2363.0,Hill Country,Local Food,Camping,Fall,Train,Medium,Camping,Budget Travelers
35.0,solo,2145.0,Camping,Train Rides,Waterfalls,Summer,Tuk-tuk,High,Motel,Budget Travelers
23.0,group,1312.0,Waterfalls,Beaches,Camping,Winter,Public-Bus,High,Motel,Budget Travelers
54.0,solo,2398.0,Local Food,Waterfalls,Wildlife Safaris,Summer,Bike,Low,Motel,Budget Travelers
39.0,couples,2457.0,Hill Country,Train Rides,Beaches,Summer,Car,Medium,Hostel,Budget Travelers
57.0,group,2222.0,Camping,Wildlife Safaris,Beaches,Summer,Train,Low,Guesthouse,Budget Travelers
26.0,solo,1275.0,Local Food,Wildlife Safaris,Train Rides,Fall,Public-Bus,High,Hostel,Budget Travelers
39.0,group,1506.0,Wildlife Safaris,Camping,Train Rides,Fall,Van,Medium,Hostel,Budget Travelers
51.0,solo,2890.0,Beaches,Local Food,Train Rides,Fall,Train,Low,Guesthouse,Budget Travelers
34.0,solo,2453.0,Beaches,Wildlife Safaris,Train Rides,Summer,Bike,High,Camping,Budget Travelers
29.0,couples,1814.0,Local Food,Hill Country,Camping,Fall,Car,High,Guesthouse,Budget Travelers
44.0,solo,1719.0,Local Food,Beaches,Wildlife Safaris,Fall,Tuk-tuk,Medium,Guesthouse,Budget Travelers
19.0,solo,1209.0,Camping,Hill Country,Waterfalls,Summer,Bike,High,Camping,Budget Travelers
47.0,solo,2148.0,Train Rides,Wildlife Safaris,Camping,Fall,Train,Medium,Camping,Budget Travelers
33.0,solo,1927.0,Beaches,Camping,Waterfalls,Fall,Bike,High,Motel,Budget Travelers
33.0,solo,1616.0,Waterfalls,Local Food,Camping,Summer,Train,High,Guesthouse,Budget Travelers
45.0,group,1618.0,Waterfalls,Wildlife Safaris,Camping,Summer,AC-Bus,Medium,Motel,Budget Travelers
32.0,solo,2321.0,Train Rides,Waterfalls,Wildlife Safaris,Fall,Tuk-tuk,High,Camping,Budget Travelers
54.0,group,2950.0,Train Rides,Hill Country,Camping,Summer,AC-Bus,Low,Camping,Budget Travelers
66.0,solo,2380.0,Hill Country,Waterfalls,Camping,Summer,Public-Bus,Low,Hostel,Budget Travelers
54.0,solo,2853.0,Waterfalls,Camping,Hill Country,Summer,Public-Bus,Low,Guesthouse,Budget Travelers
62.0,solo,2903.0,Beaches,Waterfalls,Train Rides,Fall,Public-Bus,Low,Motel,Budget Travelers
41.0,group,1900.0,Camping,Beaches,Train Rides,Summer,Public-Bus,Medium,Camping,Budget Travelers
57.0,couples,2391.0,Wildlife Safaris,Train Rides,Beaches,Summer,Train,Low,Motel,Budget Travelers
41.0,solo,2398.0,Camping,Waterfalls,Train Rides,Spring,Train,Medium,Camping,Budget Travelers
35.0,solo,1731.0,Train Rides,Wildlife Safaris,Hill Country,Summer,Train,High,Hostel,Budget Travelers
21.0,solo,1969.0,Waterfalls,Hill Country,Camping,Spring,Bike,High,Guesthouse,Budget Travelers
46.0,solo,2193.0,Wildlife Safaris,Hill Country,Local Food,Summer,Public-Bus,Medium,Camping,Budget Travelers
41.0,solo,1917.0,Wildlife Safaris,Train Rides,Beaches,Summer,Tuk-tuk,Medium,Motel,Budget Travelers
59.0,solo,2802.0,Hill Country,Waterfalls,Local Food,Fall,Tuk-tuk,Low,Guesthouse,Budget Travelers
44.0,solo,1672.0,Beaches,Wildlife Safaris,Local Food,Fall,Public-Bus,Medium,Motel,Budget Travelers
43.0,solo,2218.0,Hill Country,Wildlife Safaris,Waterfalls,Summer,Tuk-tuk,Medium,Camping,Budget Travelers
56.0,solo,2366.0,Local Food,Camping,Beaches,Fall,Tuk-tuk,Low,Motel,Budget Travelers
36.0,couples,2213.0,Local Food,Camping,Train Rides,Summer,Car,Medium,Guesthouse,Budget Travelers
25.0,couples,1242.0,Hill Country,Wildlife Safaris,Local Food,Fall,Train,High,Guesthouse,Budget Travelers
48.0,solo,2030.0,Train Rides,Waterfalls,Local Food,Fall,Public-Bus,Medium,Motel,Budget Travelers
27.0,solo,1485.0,Beaches,Train Rides,Camping,Fall,Tuk-tuk,High,Camping,Budget Travelers
35.0,solo,2145.0,Camping,Hill Country,Wildlife Safaris,Summer,Train,High,Motel,Budget Travelers
37.0,couples,1871.0,Wildlife Safaris,Camping,Waterfalls,Summer,Train,Medium,Motel,Budget Travelers
33.0,solo,2035.0,Train Rides,Waterfalls,Camping,Fall,Tuk-tuk,High,Camping,Budget Travelers
29.0,solo,1731.0,Waterfalls,Camping,Wildlife Safaris,Fall,Public-Bus,High,Guesthouse,Budget Travelers
43.0,solo,2500.0,Beaches,Waterfalls,Wildlife Safaris,Summer,Bike,Medium,Motel,Budget Travelers
49.0,solo,1732.0,Hill Country,Wildlife Safaris,Camping,Summer,Bike,Medium,Camping,Budget Travelers
37.0,solo,2466.0,Hill Country,Beaches,Camping,Summer,Train,Medium,Camping,Budget Travelers
35.0,solo,2293.0,Local Food,Hill Country,Camping,Fall,Public-Bus,High,Hostel,Budget Travelers
50.0,solo,1542.0,Wildlife Safaris,Beaches,Waterfalls,Fall,Tuk-tuk,Medium,Hostel,Budget Travelers
41.0,couples,2327.0,Wildlife Safaris,Hill Country,Train Rides,Spring,Public-Bus,Medium,Guesthouse,Budget Travelers
37.0,solo,1907.0,Wildlife Safaris,Waterfalls,Camping,Fall,Bike,Medium,Motel,Budget Travelers
50.0,solo,2222.0,Train Rides,Hill Country,Camping,Fall,Tuk-tuk,Medium,Hostel,Budget Travelers
33.0,solo,2127.0,Train Rides,Waterfalls,Camping,Summer,Train,High,Camping,Budget Travelers
53.0,solo,2440.0,Beaches,Local Food,Hill Country,Fall,Train,Low,Guesthouse,Budget Travelers
58.0,couples,2258.0,Train Rides,Waterfalls,Hill Country,Fall,Bike,Low,Guesthouse,Budget Travelers
47.0,solo,2352.0,Hill Country,Local Food,Train Rides,Summer,Tuk-tuk,Medium,Hostel,Budget Travelers
54.0,solo,2959.0,Waterfalls,Beaches,Camping,Fall,Public-Bus,Low,Guesthouse,Budget Travelers
47.0,solo,2359.0,Local Food,Wildlife Safaris,Train Rides,Fall,Train,Medium,Hostel,Budget Travelers
40.0,solo,1521.0,Wildlife Safaris,Hill Country,Local Food,Spring,Public-Bus,Medium,Hostel,Budget Travelers
41.0,solo,1640.0,Wildlife Safaris,Waterfalls,Beaches,Spring,Public-Bus,Medium,Guesthouse,Budget Travelers
44.0,couples,1785.0,Wildlife Safaris,Hill Country,Train Rides,Fall,Car,Medium,Hostel,Budget Travelers
44.0,group,1900.0,Local Food,Beaches,Waterfalls,Summer,Van,Medium,Camping,Budget Travelers
27.0,solo,1386.0,Camping,Local Food,Wildlife Safaris,Fall,Train,High,Motel,Budget Travelers
67.0,solo,2723.0,Train Rides,Wildlife Safaris,Beaches,Summer,Tuk-tuk,Low,Guesthouse,Budget Travelers
57.0,couples,2844.0,Camping,Beaches,Waterfalls,Summer,PickMe,Low,Hostel,Budget Travelers
25.0,solo,1410.0,Wildlife Safaris,Hill Country,Train Rides,Fall,Bike,High,Hostel,Budget Travelers
55.0,couples,2738.0,Beaches,Camping,Local Food,Summer,Bike,Low,Motel,Budget Travelers
23.0,solo,1300.0,Camping,Local Food,Beaches,Fall,Public-Bus,High,Motel,Budget Travelers
45.0,solo,1606.0,Beaches,Train Rides,Camping,Summer,Train,Medium,Motel,Budget Travelers
33.0,couples,1639.0,Local Food,Wildlife Safaris,Waterfalls,Fall,Uber,High,Hostel,Budget Travelers
34.0,solo,1675.0,Hill Country,Beaches,Train Rides,Summer,Train,High,Hostel,Budget Travelers
23.0,solo,1809.0,Hill Country,Waterfalls,Train Rides,Fall,Train,High,Camping,Budget Travelers
44.0,solo,2026.0,Waterfalls,Hill Country,Local Food,Summer,Bike,Medium,Hostel,Budget Travelers
27.0,couples,1877.0,Hill Country,Wildlife Safaris,Beaches,Summer,Car,High,Motel,Budget Travelers
23.0,solo,1371.0,Hill Country,Wildlife Safaris,Camping,Summer,Tuk-tuk,High,Motel,Budget Travelers
23.0,solo,1544.0,Train Rides,Hill Country,Waterfalls,Fall,Tuk-tuk,High,Motel,Budget Travelers
43.0,solo,1892.0,Train Rides,Camping,Wildlife Safaris,Summer,Bike,Medium,Motel,Budget Travelers
55.0,solo,2609.0,Wildlife Safaris,Waterfalls,Local Food,Fall,Tuk-tuk,Low,Motel,Budget Travelers
29.0,solo,1826.0,Camping,Wildlife Safaris,Beaches,Summer,Tuk-tuk,High,Guesthouse,Budget Travelers
21.0,solo,1644.0,Hill Country,Wildlife Safaris,Beaches,Fall,Train,High,Hostel,Budget Travelers
18.0,solo,1525.0,Train Rides,Camping,Waterfalls,Summer,Public-Bus,High,Guesthouse,Budget Travelers
34.0,solo,1823.0,Train Rides,Camping,Local Food,Summer,Public-Bus,High,Guesthouse,Budget Travelers
35.0,solo,1728.0,Camping,Beaches,Wildlife Safaris,Spring,Public-Bus,High,Motel,Budget Travelers
33.0,solo,1515.0,Beaches,Waterfalls,Camping,Summer,Tuk-tuk,High,Camping,Budget Travelers
48.0,solo,1696.0,Train Rides,Wildlife Safaris,Local Food,Summer,Bike,Medium,Hostel,Budget Travelers
30.0,solo,1465.0,Camping,Train Rides,Local Food,Summer,Bike,High,Camping,Budget Travelers
50.0,group,2331.0,Beaches,Train Rides,Camping,Summer,Public-Bus,Medium,Camping,Budget Travelers
38.0,group,2384.0,Waterfalls,Camping,Hill Country,Fall,Public-Bus,Medium,Hostel,Budget Travelers
20.0,couples,1336.0,Waterfalls,Train Rides,Hill Country,Winter,Uber,High,Motel,Budget Travelers
21.0,solo,1469.0,Train Rides,Hill Country,Beaches,Fall,Train,High,Camping,Budget Travelers
34.0,group,1834.0,Waterfalls,Beaches,Camping,Summer,Train,High,Motel,Budget Travelers
35.0,solo,2043.0,Beaches,Camping,Hill Country,Summer,Train,High,Hostel,Budget Travelers
26.0,solo,1965.0,Hill Country,Wildlife Safaris,Waterfalls,Summer,Public-Bus,High,Camping,Budget Travelers
47.0,solo,2222.0,Hill Country,Camping,Train Rides,Summer,Bike,Medium,Hostel,Budget Travelers
19.0,solo,1978.0,Camping,Beaches,Train Rides,Winter,Train,High,Guesthouse,Budget Travelers
40.0,solo,1967.0,Local Food,Train Rides,Wildlife Safaris,Winter,Train,Medium,Guesthouse,Budget Travelers
21.0,couples,1217.0,Hill Country,Beaches,Camping,Spring,PickMe,High,Hostel,Budget Travelers
43.0,group,1747.0,Train Rides,Local Food,Waterfalls,Summer,Van,Medium,Guesthouse,Budget Travelers
32.0,solo,2411.0,Camping,Waterfalls,Wildlife Safaris,Summer,Bike,High,Hostel,Budget Travelers
46.0,solo,2136.0,Train Rides,Camping,Beaches,Spring,Tuk-tuk,Medium,Hostel,Budget Travelers
33.0,solo,2190.0,Local Food,Camping,Waterfalls,Summer,Public-Bus,High,Guesthouse,Budget Travelers
25.0,solo,1456.0,Wildlife Safaris,Hill Country,Camping,Winter,Tuk-tuk,High,Motel,Budget Travelers
40.0,solo,2454.0,Hill Country,Camping,Beaches,Summer,Train,Medium,Hostel,Budget Travelers
35.0,solo,1964.0,Hill Country,Waterfalls,Camping,Summer,Public-Bus,High,Motel,Budget Travelers
40.0,couples,2117.0,Wildlife Safaris,Hill Country,Beaches,Fall,PickMe,Medium,Guesthouse,Budget Travelers
22.0,group,1937.0,Waterfalls,Beaches,Hill Country,Summer,AC-Bus,High,Guesthouse,Budget Travelers
65.0,solo,2365.0,Wildlife Safaris,Local Food,Waterfalls,Summer,Train,Low,Motel,Budget Travelers
48.0,solo,2308.0,Local Food,Train Rides,Hill Country,Fall,Tuk-tuk,Medium,Guesthouse,Budget Travelers
20.0,solo,1901.0,Local Food,Beaches,Wildlife Safaris,Fall,Tuk-tuk,High,Camping,Budget Travelers
28.0,group,1632.0,Hill Country,Local Food,Train Rides,Fall,Van,High,Camping,Budget Travelers
23.0,solo,1914.0,Hill Country,Train Rides,Camping,Winter,Bike,High,Camping,Budget Travelers
35.0,solo,1963.0,Wildlife Safaris,Local Food,Camping,Fall,Bike,High,Motel,Budget Travelers
40.0,solo,2138.0,Hill Country,Waterfalls,Wildlife Safaris,Summer,Tuk-tuk,Medium,Motel,Budget Travelers
18.0,solo,1546.0,Local Food,Train Rides,Beaches,Summer,Tuk-tuk,High,Hostel,Budget Travelers
18.0,solo,1948.0,Local Food,Hill Country,Train Rides,Fall,Public-Bus,High,Motel,Budget Travelers
27.0,solo,1616.0,Waterfalls,Camping,Wildlife Safaris,Fall,Public-Bus,High,Motel,Budget Travelers
28.0,couples,1870.0,Wildlife Safaris,Local Food,Hill Country,Fall,Public-Bus,High,Guesthouse,Budget Travelers
44.0,solo,2186.0,Local Food,Camping,Beaches,Summer,Train,Medium,Guesthouse,Budget Travelers
41.0,solo,1924.0,Beaches,Wildlife Safaris,Camping,Summer,Train,Medium,Hostel,Budget Travelers
43.0,solo,1681.0,Beaches,Waterfalls,Wildlife Safaris,Summer,Bike,Medium,Guesthouse,Budget Travelers
25.0,solo,1208.0,Train Rides,Local Food,Beaches,Summer,Train,High,Motel,Budget Travelers
25.0,solo,1557.0,Waterfalls,Beaches,Local Food,Fall,Train,High,Camping,Budget Travelers
27.0,solo,1363.0,Hill Country,Wildlife Safaris,Waterfalls,Summer,Public-Bus,High,Guesthouse,Budget Travelers
47.0,solo,1900.0,Train Rides,Waterfalls,Hill Country,Fall,Tuk-tuk,Medium,Motel,Budget Travelers
56.0,group,2692.0,Wildlife Safaris,Waterfalls,Hill Country,Fall,Public-Bus,Low,Camping,Budget Travelers
29.0,solo,1702.0,Local Food,Camping,Waterfalls,Summer,Train,High,Camping,Budget Travelers
19.0,group,1286.0,Camping,Waterfalls,Local Food,Winter,Public-Bus,High,Motel,Budget Travelers
45.0,group,2299.0,Beaches,Train Rides,Camping,Fall,AC-Bus,Medium,Hostel,Budget Travelers
31.0,couples,1885.0,Hill Country,Camping,Wildlife Safaris,Fall,Uber,High,Hostel,Budget Travelers
35.0,solo,2205.0,Beaches,Camping,Hill Country,Winter,Public-Bus,High,Motel,Budget Travelers
51.0,solo,2492.0,Local Food,Wildlife Safaris,Hill Country,Summer,Tuk-tuk,Low,Hostel,Budget Travelers
30.0,solo,1812.0,Train Rides,Beaches,Local Food,Fall,Bike,High,Hostel,Budget Travelers
28.0,couples,1584.0,Waterfalls,Beaches,Hill Country,Fall,Car,High,Guesthouse,Budget Travelers
18.0,solo,1277.0,Hill Country,Local Food,Beaches,Summer,Train,High,Motel,Budget Travelers
35.0,solo,1592.0,Local Food,Beaches,Train Rides,Fall,Tuk-tuk,High,Guesthouse,Budget Travelers
39.0,solo,1710.0,Camping,Train Rides,Beaches,Fall,Train,Medium,Hostel,Budget Travelers
28.0,solo,1611.0,Hill Country,Camping,Wildlife Safaris,Summer,Bike,High,Hostel,Budget Travelers
36.0,solo,1548.0,Hill Country,Camping,Waterfalls,Fall,Bike,Medium,Hostel,Budget Travelers
42.0,solo,2174.0,Wildlife Safaris,Waterfalls,Beaches,Summer,Train,Medium,Camping,Budget Travelers
46.0,solo,2458.0,Wildlife Safaris,Local Food,Hill Country,Summer,Train,Medium,Camping,Budget Travelers
52.0,group,2312.0,Train Rides,Local Food,Hill Country,Summer,Van,Low,Guesthouse,Budget Travelers
45.0,solo,1897.0,Local Food,Waterfalls,Hill Country,Fall,Bike,Medium,Motel,Budget Travelers
48.0,solo,2445.0,Camping,Wildlife Safaris,Local Food,Summer,Train,Medium,Motel,Budget Travelers
25.0,group,1490.0,Train Rides,Beaches,Hill Country,Fall,Van,High,Camping,Budget Travelers
44.0,solo,2165.0,Local Food,Hill Country,Waterfalls,Fall,Bike,Medium,Motel,Budget Travelers
51.0,couples,2479.0,Local Food,Wildlife Safaris,Beaches,Fall,Bike,Low,Hostel,Budget Travelers
36.0,couples,2200.0,Camping,Beaches,Local Food,Fall,Bike,Medium,Motel,Budget Travelers
45.0,group,1798.0,Camping,Local Food,Train Rides,Fall,Train,Medium,Camping,Budget Travelers
37.0,solo,2401.0,Hill Country,Camping,Beaches,Summer,Train,Medium,Camping,Budget Travelers
18.0,solo,1982.0,Train Rides,Camping,Wildlife Safaris,Winter,Public-Bus,High,Hostel,Budget Travelers
33.0,solo,1698.0,Beaches,Local Food,Hill Country,Fall,Bike,High,Guesthouse,Budget Travelers
34.0,couples,1988.0,Train Rides,Local Food,Waterfalls,Summer,Uber,High,Guesthouse,Budget Travelers
43.0,solo,1659.0,Train Rides,Waterfalls,Hill Country,Summer,Bike,Medium,Motel,Budget Travelers
33.0,solo,2434.0,Hill Country,Train Rides,Beaches,Summer,Tuk-tuk,High,Hostel,Budget Travelers
21.0,couples,1274.0,Camping,Local Food,Train Rides,Winter,Train,High,Guesthouse,Budget Travelers
68.0,group,2688.0,Beaches,Camping,Hill Country,Fall,Van,Low,Motel,Budget Travelers
21.0,group,1842.0,Camping,Wildlife Safaris,Train Rides,Fall,AC-Bus,High,Camping,Budget Travelers
39.0,solo,1805.0,Waterfalls,Wildlife Safaris,Camping,Fall,Train,Medium,Guesthouse,Budget Travelers
